PC	H	varH	signal	B	pvalB	lcB	ucB	B2	R2	pvalR2	lcR2	ucR2	Ratio	lcRatio	ucRatio	dataset	gwas	contrasts
30	2.45340818976797e-05	7.83038454914981e-12	0.0802999615371376	-0.0776943211508793	0.0826392202475333	-0.165470249083967	0.0100816067822088	0.00603640753909597	0.0528706851771501	0.663406151597536			0.658414825674582			HGDP1KG	WBS_500	eas-nfe
31	2.45340818976797e-05	7.83038454914981e-12	0.0802999615371376	-0.013319589488241	0.7663880192711	-0.101353838340934	0.0747146593644515	0.000177411464135261	0.0530480966334475	0.707241511852997			0.660624184843644			HGDP1KG	WBS_500	eas-nfe
32	2.45340818976797e-05	7.83038454914981e-12	0.0802999615371376	0.0745083601437704	0.0960721727775825	-0.0132889762162711	0.162305696503812	0.0055514957313138	0.0585995923621332	0.614257964186044			0.729758660407723			HGDP1KG	WBS_500	eas-nfe
33	2.45340818976797e-05	7.83038454914981e-12	0.0802999615371376	0.00516366926450461	0.908306467612069	-0.0828772160082303	0.0932045545372395	2.66634802731896e-05	0.0586262562622678	0.662803463071144			0.730090714117639			HGDP1KG	WBS_500	eas-nfe
34	2.45340818976797e-05	7.83038454914981e-12	0.0802999615371376	0.0275562498879474	0.538719166355523	-0.0604523755656911	0.115564875341586	0.000759346907886999	0.0593856030011026	0.690894599184145			0.739547091484441			HGDP1KG	WBS_500	eas-nfe
35	2.45340818976797e-05	7.83038454914981e-12	0.0802999615371376	0.0371989769186475	0.406538883459777	-0.0507821463175036	0.125180100154799	0.00138376388379407	0.0607693654682086	0.703003974183219			0.756779509042525			HGDP1KG	WBS_500	eas-nfe
36	2.45340818976797e-05	7.83038454914981e-12	0.0802999615371376	-0.00611812868831268	0.891454177184722	-0.0941585399341971	0.0819222825575718	3.74314986467546e-05	0.0608067970955827	0.744619088024433			0.757245656555644			HGDP1KG	WBS_500	eas-nfe
37	2.45340818976797e-05	7.83038454914981e-12	0.0802999615371376	-0.0412021010659525	0.357890824342774	-0.129169397679666	0.0467651955477609	0.00169761313224896	0.0625044105382726	0.748270154932505			0.778386556379173			HGDP1KG	WBS_500	eas-nfe
38	2.45340818976797e-05	7.83038454914981e-12	0.0802999615371376	-0.0214274444627859	0.632658820798162	-0.10944928956475	0.0665944006391777	0.000459135376205776	0.0629635452358203	0.777166365620416			0.784104301304062			HGDP1KG	WBS_500	eas-nfe
39	2.45340818976797e-05	7.83038454914981e-12	0.0802999615371376	-0.109858020308908	0.0139793002819765	-0.197367186295524	-0.0223488543222933	0.0120687846261925	0.0750323358029024	0.547486641595954			0.934400644366448			HGDP1KG	WBS_500	eas-nfe
40	2.45340818976797e-05	7.83038454914981e-12	0.0802999615371376	-0.0123815126774814	0.782412366270384	-0.100416822947697	0.0756537975927343	0.000153301856182632	0.0751856372434099	0.590603424381774			0.936309754129055			HGDP1KG	WBS_500	eas-nfe
1	2.2888719270905e-05	9.66708764780542e-12	0.0504492714281926	-0.0422213804174272	0.346112791708529	-0.130184930581276	0.045742169746422	0.0017826449643531	0.0017826449643531	0.346112791708529			0.035335395613997			HGDP1KG	WBS_500	eas-sas
2	2.2888719270905e-05	9.66708764780542e-12	0.0504492714281926	0.0381032269151017	0.395219273386089	-0.0498748967131434	0.126081350543347	0.00145185590134373	0.00323450116394024	0.447053836373558			0.064113932121777			HGDP1KG	WBS_500	eas-sas
3	2.2888719270905e-05	9.66708764780542e-12	0.0504492714281926	-0.0431070838094732	0.336080572191612	-0.131067304020394	0.0448531364014472	0.00185822067455695	0.00509272143139777	0.469000160752721			0.100947373217204			HGDP1KG	WBS_500	eas-sas
4	2.2888719270905e-05	9.66708764780542e-12	0.0504492714281926	0.0752020346927985	0.0930080976739704	-0.012590717208162	0.162994786593759	0.00565534602193687	0.0107480684384026	0.252323664515101			0.213047049722035			HGDP1KG	WBS_500	eas-sas
5	2.2888719270905e-05	9.66708764780542e-12	0.0504492714281926	-0.0342610877795453	0.444624031605166	-0.122251458782474	0.0537292832233835	0.00117382213583771	0.01192188980942	0.311829252357625			0.236314409939282			HGDP1KG	WBS_500	eas-sas
6	2.2888719270905e-05	9.66708764780542e-12	0.0504492714281926	-0.0447246395077482	0.318245532159373	-0.132678599490234	0.0432293204747377	0.00200029337909803	0.0139221836723994	0.326447336814777			0.275964018473798			HGDP1KG	WBS_500	eas-sas
7	2.2888719270905e-05	9.66708764780542e-12	0.0504492714281926	-0.00147612380843634	0.973734765859318	-0.0895180869235473	0.0865658393066746	2.17894149783261e-06	0.0139243625995722	0.435795389131996			0.276007208932474			HGDP1KG	WBS_500	eas-sas
8	2.2888719270905e-05	9.66708764780542e-12	0.0504492714281926	-0.00570900042946564	0.898672364991612	-0.0937496246885978	0.0823316238296665	3.25926859036389e-05	0.0139569552040925	0.542775111632961			0.276653256012988			HGDP1KG	WBS_500	eas-sas
9	2.2888719270905e-05	9.66708764780542e-12	0.0504492714281926	-0.0682242618510954	0.1276341270652	-0.156061183823156	0.0196126601209647	0.00465454990512683	0.0186115060188236	0.412635105342401			0.368915258673546			HGDP1KG	WBS_500	eas-sas
10	2.2888719270905e-05	9.66708764780542e-12	0.0504492714281926	-0.011217571971877	0.802422938891933	-0.0992540914932699	0.0768189475495159	0.00012583392094424	0.0187373403182607	0.501574142456239			0.371409532542619			HGDP1KG	WBS_500	eas-sas
11	2.2888719270905e-05	9.66708764780542e-12	0.0504492714281926	-0.027209347373093	0.543844876629644	-0.115218809466222	0.0608001147200363	0.000740348584469643	0.0194776896379558	0.558735099804158			0.386084656657124			HGDP1KG	WBS_500	eas-sas
12	2.2888719270905e-05	9.66708764780542e-12	0.0504492714281926	-0.0198008489027373	0.658709514782266	-0.107825646760791	0.0682239489553163	0.000392073617269033	0.0198697644981344	0.62701827443249			0.393856322115894			HGDP1KG	WBS_500	eas-sas
13	2.2888719270905e-05	9.66708764780542e-12	0.0504492714281926	-0.00817522786261305	0.855308718169031	-0.0962143447309432	0.0798638890057171	6.68343506056447e-05	0.0199365986770789	0.702304778625014			0.395181101979954			HGDP1KG	WBS_500	eas-sas
14	2.2888719270905e-05	9.66708764780542e-12	0.0504492714281926	-0.0156916391822446	0.726324386039793	-0.103722858359531	0.0723395799950414	0.000246227540225754	0.0201828265013902	0.761408250392275			0.400061803273365			HGDP1KG	WBS_500	eas-sas
15	2.2888719270905e-05	9.66708764780542e-12	0.0504492714281926	-0.0171498765725925	0.702052542908198	-0.105178987265959	0.0708792341207736	0.000294118266455158	0.0204769452773949	0.810355313409591			0.405891793829787			HGDP1KG	WBS_500	eas-sas
16	2.2888719270905e-05	9.66708764780542e-12	0.0504492714281926	0.0428758875520805	0.338681124141303	-0.0450852085601266	0.130836983664288	0.00183834173337865	0.0223152853675184	0.805918658416805			0.442331172200992			HGDP1KG	WBS_500	eas-sas
17	2.2888719270905e-05	9.66708764780542e-12	0.0504492714281926	-0.0186853624239533	0.676818814131201	-0.106712050492446	0.0693413256445393	0.000349142768914486	0.022664426898833	0.844846935392727			0.449251817860097			HGDP1KG	WBS_500	eas-sas
18	2.2888719270905e-05	9.66708764780542e-12	0.0504492714281926	-0.0662534821634182	0.139035908436993	-0.154102097321619	0.0215951329947825	0.00438952389877837	0.0270539499694508	0.766639895318195			0.536260469250945			HGDP1KG	WBS_500	eas-sas
19	2.2888719270905e-05	9.66708764780542e-12	0.0504492714281926	0.0853876352256089	0.0563869962669085	-0.00233287718337429	0.173108147634592	0.00729104824942164	0.0343449982230787	0.585092459743546			0.680782838895185			HGDP1KG	WBS_500	eas-sas
20	2.2888719270905e-05	9.66708764780542e-12	0.0504492714281926	0.0469489049915799	0.294749325651894	-0.0409960693756493	0.134893879358809	0.0022041996799084	0.0365491981973285	0.576353922378333			0.724474252306125			HGDP1KG	WBS_500	eas-sas
21	2.2888719270905e-05	9.66708764780542e-12	0.0504492714281926	-0.0666676344644471	0.13657717684523	-0.154513820913384	0.0211785519844899	0.00444457348508513	0.0409937710715381	0.495898759641252			0.812574094947773			HGDP1KG	WBS_500	eas-sas
22	2.2888719270905e-05	9.66708764780542e-12	0.0504492714281926	0.0403828091662609	0.367538023119828	-0.047587432346232	0.128353050678754	0.00163077127615864	0.0426245412887463	0.507783495578367			0.844899045755623			HGDP1KG	WBS_500	eas-sas
23	2.2888719270905e-05	9.66708764780542e-12	0.0504492714281926	-0.00563168928764203	0.900037311629824	-0.0936723521433461	0.082408973568062	3.1715924232542e-05	0.0426562569810917	0.568615286351696			0.845527710777884			HGDP1KG	WBS_500	eas-sas
24	2.2888719270905e-05	9.66708764780542e-12	0.0504492714281926	-0.01490436559579	0.739544902955737	-0.102936645250566	0.0731279140589858	0.000222140113812967	0.0428783977019925	0.621269693603254			0.849930960113545			HGDP1KG	WBS_500	eas-sas
25	2.2888719270905e-05	9.66708764780542e-12	0.0504492714281926	0.0046912589187439	0.916663248885476	-0.0833498312994704	0.0927323491369582	2.20079102426942e-05	0.0429004055698273	0.676674989261457			0.850367197688672			HGDP1KG	WBS_500	eas-sas
26	2.2888719270905e-05	9.66708764780542e-12	0.0504492714281926	0.0283980440912632	0.526382359400726	-0.0596085070716907	0.116404595254217	0.000806448908209329	0.04370685428189	0.706585619931443			0.866352536807208			HGDP1KG	WBS_500	eas-sas
27	2.2888719270905e-05	9.66708764780542e-12	0.0504492714281926	-0.0181437225026239	0.685680507442856	-0.106171288856089	0.0698838438508408	0.000329194666252221	0.044036049627069	0.746739269814463			0.872877811322769			HGDP1KG	WBS_500	eas-sas
28	2.2888719270905e-05	9.66708764780542e-12	0.0504492714281926	0.0884211200289117	0.0481457569172306	0.000723905713008219	0.176118334344815	0.00781829446716722	0.0518543425581783	0.585961904159051			1.02785116791995			HGDP1KG	WBS_500	eas-sas
29	2.2888719270905e-05	9.66708764780542e-12	0.0504492714281926	0.0264484467187173	0.555171707952212	-0.0615628133233577	0.114459706760792	0.000699520333832829	0.0525538624947839	0.620427117858045			1.0417169764203			HGDP1KG	WBS_500	eas-sas
30	2.2888719270905e-05	9.66708764780542e-12	0.0504492714281926	-0.0513702583641714	0.251565159603239	-0.139296073412339	0.0365555566839961	0.00263890344440172	0.0551927621188738	0.601466729758182			1.09402495925898			HGDP1KG	WBS_500	eas-sas
31	2.2888719270905e-05	9.66708764780542e-12	0.0504492714281926	0.0256998140945953	0.566426898340735	-0.062313165108215	0.113712793297406	0.000660480444496758	0.0558532432078737	0.635462610643423			1.10711694394582			HGDP1KG	WBS_500	eas-sas
32	2.2888719270905e-05	9.66708764780542e-12	0.0504492714281926	0.00347037227221206	0.938300652987011	-0.0845711565940511	0.0915119011384752	1.20434837077383e-05	0.0558652867660116	0.684151475061815			1.1073556700522			HGDP1KG	WBS_500	eas-sas
33	2.2888719270905e-05	9.66708764780542e-12	0.0504492714281926	0.0301169271304902	0.501646175980362	-0.0578851944821849	0.118119048743165	0.000907029299783255	0.0567723173294788	0.708219613547301			1.12533473174704			HGDP1KG	WBS_500	eas-sas
34	2.2888719270905e-05	9.66708764780542e-12	0.0504492714281926	0.0335931467428433	0.453557660521754	-0.0543992205581807	0.121585514043867	0.0011284995080862	0.0579008169695792	0.725880743573604			1.14770372951754			HGDP1KG	WBS_500	eas-sas
35	2.2888719270905e-05	9.66708764780542e-12	0.0504492714281926	0.013203126241824	0.768372205507508	-0.074831258600335	0.101237511083983	0.000174322542557542	0.0580751390409135	0.763474035557806			1.15115912275513			HGDP1KG	WBS_500	eas-sas
36	2.2888719270905e-05	9.66708764780542e-12	0.0504492714281926	0.00685601425887942	0.878458814725815	-0.0811839755457377	0.0948960040634965	4.70049315179579e-05	0.0581221438312347	0.800173012385812			1.15209084662329			HGDP1KG	WBS_500	eas-sas
37	2.2888719270905e-05	9.66708764780542e-12	0.0504492714281926	-0.0595275199512355	0.183873384177122	-0.147413450905517	0.0283584110030464	0.00354352563154474	0.0616656675506744	0.765902499843691			1.22233019040615			HGDP1KG	WBS_500	eas-sas
38	2.2888719270905e-05	9.66708764780542e-12	0.0504492714281926	-0.0266161649709258	0.552665195926367	-0.114627033092093	0.0613947031502412	0.000708420237759538	0.0623740871235698	0.788784172844022			1.23637240653417			HGDP1KG	WBS_500	eas-sas
39	2.2888719270905e-05	9.66708764780542e-12	0.0504492714281926	-0.108034229369853	0.0156597855624296	-0.195560993627874	-0.0205074651118319	0.011671394715538	0.0740454841338828	0.571021261685954			1.46772157531108			HGDP1KG	WBS_500	eas-sas
40	2.2888719270905e-05	9.66708764780542e-12	0.0504492714281926	0.0241589628708961	0.589930040092247	-0.0638573992980177	0.11217532503981	0.000583655486997337	0.074629139228262	0.603637101291043			1.47929072344456			HGDP1KG	WBS_500	eas-sas
1	2.28163698566235e-05	8.8218910648474e-12	0.0670274992209852	0.00407800962541537	0.927524998211194	-0.0839633173290777	0.0921193365799084	1.66301625049804e-05	1.66301625049803e-05	0.927524998211194			0.000248109547547817			HGDP1KG	WBS_500	eas-afr
2	2.28163698566235e-05	8.8218910648474e-12	0.0670274992209852	0.0764676290682144	0.0876196090401795	-0.0113166484915709	0.164251906628	0.00584729829531403	0.00586392840000913	0.23189388571777			0.0874854122287354			HGDP1KG	WBS_500	eas-afr
3	2.28163698566235e-05	8.8218910648474e-12	0.0670274992209852	-0.0274306169676471	0.540572682012319	-0.11543954664063	0.060578312705336	0.00075243874722577	0.00661636705177785	0.348208502363814			0.0987112323848475			HGDP1KG	WBS_500	eas-afr
4	2.28163698566235e-05	8.8218910648474e-12	0.0670274992209852	-0.0485798480161456	0.278276208875914	-0.136517955981597	0.0393582599493054	0.00236000163327181	0.00897636720823973	0.345836827971679			0.13392066409408			HGDP1KG	WBS_500	eas-afr
