H	varH	Signal	PC	B2	R2	Ratio	lc	uc	se	estimate	dataset	gwas	contrasts
4.71119259134215e-05	1.08134936878898e-11	0.607136966846049	61	0.000378603752462109	0.295909445490039	0.487384991606141					InUKBB	e5_500	NorthernIreland-RepublicOfIrelend
4.71119259134215e-05	1.08134936878898e-11	0.607136966846049	62	0.000719947001990597	0.29618944787893	0.487846176485633					InUKBB	e5_500	NorthernIreland-RepublicOfIrelend
4.71119259134215e-05	1.08134936878898e-11	0.607136966846049	63	2.54186822638144e-07	0.29709689515493	0.489340810028892					InUKBB	e5_500	NorthernIreland-RepublicOfIrelend
4.71119259134215e-05	1.08134936878898e-11	0.607136966846049	64	0.000493393570730047	0.297622377104005	0.490206318106592					InUKBB	e5_500	NorthernIreland-RepublicOfIrelend
4.71119259134215e-05	1.08134936878898e-11	0.607136966846049	65	0.0157937989063018	0.301070134187021	0.495885031924539					InUKBB	e5_500	NorthernIreland-RepublicOfIrelend
4.71119259134215e-05	1.08134936878898e-11	0.607136966846049	66	0.000753289459997103	0.30210230044466	0.497585086959898					InUKBB	e5_500	NorthernIreland-RepublicOfIrelend
4.71119259134215e-05	1.08134936878898e-11	0.607136966846049	67	0.0171485589831874	0.308027303717137	0.507344010557082					InUKBB	e5_500	NorthernIreland-RepublicOfIrelend
4.71119259134215e-05	1.08134936878898e-11	0.607136966846049	68	0.0155566857523294	0.310061435538218	0.510694377825359					InUKBB	e5_500	NorthernIreland-RepublicOfIrelend
4.71119259134215e-05	1.08134936878898e-11	0.607136966846049	69	0.000155455610230243	0.310235696090224	0.510981397989706					InUKBB	e5_500	NorthernIreland-RepublicOfIrelend
4.71119259134215e-05	1.08134936878898e-11	0.607136966846049	70	0.000286424400347408	0.310395686988001	0.511244914966129					InUKBB	e5_500	NorthernIreland-RepublicOfIrelend
4.71119259134215e-05	1.08134936878898e-11	0.607136966846049	71	0.00057548923619759	0.311865099342938	0.513665147031012					InUKBB	e5_500	NorthernIreland-RepublicOfIrelend
4.71119259134215e-05	1.08134936878898e-11	0.607136966846049	72	0.00545986304478966	0.316102826591929	0.520645000804378					InUKBB	e5_500	NorthernIreland-RepublicOfIrelend
4.71119259134215e-05	1.08134936878898e-11	0.607136966846049	73	0.0029624884552185	0.316383206543212	0.521106807557375					InUKBB	e5_500	NorthernIreland-RepublicOfIrelend
4.71119259134215e-05	1.08134936878898e-11	0.607136966846049	74	1.97003894341436e-06	0.317694118212862	0.52326597713728					InUKBB	e5_500	NorthernIreland-RepublicOfIrelend
4.71119259134215e-05	1.08134936878898e-11	0.607136966846049	75	0.00111151680350807	0.31895167266317	0.525337263385654					InUKBB	e5_500	NorthernIreland-RepublicOfIrelend
4.71119259134215e-05	1.08134936878898e-11	0.607136966846049	76	0.0176851433341536	0.330856368627532	0.544945188144716					InUKBB	e5_500	NorthernIreland-RepublicOfIrelend
4.71119259134215e-05	1.08134936878898e-11	0.607136966846049	77	0.0155734963879741	0.342412843803573	0.563979567217488					InUKBB	e5_500	NorthernIreland-RepublicOfIrelend
4.71119259134215e-05	1.08134936878898e-11	0.607136966846049	78	0.00533578200204125	0.347222950126919	0.57190217214193					InUKBB	e5_500	NorthernIreland-RepublicOfIrelend
4.71119259134215e-05	1.08134936878898e-11	0.607136966846049	79	0.00184335778568335	0.35063166298925	0.57751657720779					InUKBB	e5_500	NorthernIreland-RepublicOfIrelend
4.71119259134215e-05	1.08134936878898e-11	0.607136966846049	80	5.33317150537754e-06	0.351109956345021	0.578304362142474					InUKBB	e5_500	NorthernIreland-RepublicOfIrelend
2.4354012959879e-05	5.13011670147433e-12	0.260245680606948	1	0.00363799766760536	0.00363799766760536	0.0139790895246399					InUKBB	e5_500	NorthernIreland-Scotland
2.4354012959879e-05	5.13011670147433e-12	0.260245680606948	2	0.0316025267177558	0.0352405232762454	0.135412519408803					InUKBB	e5_500	NorthernIreland-Scotland
2.4354012959879e-05	5.13011670147433e-12	0.260245680606948	3	3.66949805537587e-06	0.0352441927775613	0.135426619551819					InUKBB	e5_500	NorthernIreland-Scotland
2.4354012959879e-05	5.13011670147433e-12	0.260245680606948	4	0.000353620296759396	0.035597813405531	0.136785414929882					InUKBB	e5_500	NorthernIreland-Scotland
2.4354012959879e-05	5.13011670147433e-12	0.260245680606948	5	0.00443949722291263	0.0400373092932518	0.153844279758559					InUKBB	e5_500	NorthernIreland-Scotland
2.4354012959879e-05	5.13011670147433e-12	0.260245680606948	6	0.00339229705650091	0.0434296033195485	0.166879247402921					InUKBB	e5_500	NorthernIreland-Scotland
2.4354012959879e-05	5.13011670147433e-12	0.260245680606948	7	0.000154637708826384	0.0435842405450682	0.167473444490685					InUKBB	e5_500	NorthernIreland-Scotland
2.4354012959879e-05	5.13011670147433e-12	0.260245680606948	8	0.0012157563118258	0.0447999971118083	0.172145016998265					InUKBB	e5_500	NorthernIreland-Scotland
2.4354012959879e-05	5.13011670147433e-12	0.260245680606948	9	0.00197449926777955	0.0467744967079117	0.179732077008247					InUKBB	e5_500	NorthernIreland-Scotland
2.4354012959879e-05	5.13011670147433e-12	0.260245680606948	10	0.00708062402028303	0.0538551194771631	0.206939532489306					InUKBB	e5_500	NorthernIreland-Scotland
2.4354012959879e-05	5.13011670147433e-12	0.260245680606948	11	0.0173350896002429	0.0711902011707745	0.273549981712449					InUKBB	e5_500	NorthernIreland-Scotland
2.4354012959879e-05	5.13011670147433e-12	0.260245680606948	12	0.00266037700580178	0.0738505760667861	0.283772533302189					InUKBB	e5_500	NorthernIreland-Scotland
2.4354012959879e-05	5.13011670147433e-12	0.260245680606948	13	2.97915435624294e-05	0.0738803674478592	0.283887007367632					InUKBB	e5_500	NorthernIreland-Scotland
2.4354012959879e-05	5.13011670147433e-12	0.260245680606948	14	0.000401971720535054	0.0742823413415846	0.285431601279001					InUKBB	e5_500	NorthernIreland-Scotland
