#FID	IID	SEX
3660100	3660100	1
1105176	1105176	1
4905392	4905392	2
3917806	3917806	1
2486928	2486928	1
3082682	3082682	2
5363771	5363771	1
2967974	2967974	2
4866795	4866795	2
2331463	2331463	1
1715774	1715774	1
1961576	1961576	2
1250725	1250725	1
3619240	3619240	2
2193651	2193651	2
4265866	4265866	1
1622621	1622621	1
5467689	5467689	2
5640778	5640778	1
3395778	3395778	1
2389239	2389239	2
5594296	5594296	1
1623210	1623210	1
4338676	4338676	2
3115706	3115706	1
3922145	3922145	2
1136982	1136982	1
5235073	5235073	2
3898835	3898835	2
4295625	4295625	1
5635780	5635780	2
3460040	3460040	2
5675516	5675516	2
3358743	3358743	1
4954484	4954484	2
1334232	1334232	1
4057124	4057124	1
3796071	3796071	2
1609532	1609532	2
1229989	1229989	1
1077811	1077811	2
4082868	4082868	1
2305383	2305383	1
1234431	1234431	2
2990168	2990168	2
5759622	5759622	1
3822957	3822957	1
3925376	3925376	1
4041432	4041432	2
3939598	3939598	1
3863396	3863396	2
4755034	4755034	2
2138690	2138690	2
5914688	5914688	2
4138305	4138305	1
5543493	5543493	2
2837027	2837027	1
4046384	4046384	2
4866806	4866806	1
4677427	4677427	1
5830291	5830291	2
4608904	4608904	2
4565657	4565657	2
2942883	2942883	2
2978014	2978014	1
3607814	3607814	2
4383762	4383762	2
4834035	4834035	2
1777582	1777582	2
3672174	3672174	2
1969358	1969358	2
1975444	1975444	2
2374222	2374222	2
5084090	5084090	1
4754131	4754131	2
2942748	2942748	1
3014689	3014689	1
5987497	5987497	2
2933157	2933157	2
3096833	3096833	2
1024190	1024190	1
2773055	2773055	2
2169835	2169835	2
2476122	2476122	2
5634104	5634104	1
3932808	3932808	2
1810464	1810464	1
1624698	1624698	2
3549140	3549140	1
1825610	1825610	1
2263462	2263462	2
4248972	4248972	2
4471420	4471420	2
1891363	1891363	1
5338264	5338264	2
5770500	5770500	1
1748185	1748185	1
1450095	1450095	1
2203278	2203278	2
1604414	1604414	1
1642722	1642722	2
3963630	3963630	2
4970912	4970912	1
3439488	3439488	2
4720810	4720810	2
4867347	4867347	2
5548141	5548141	2
5549779	5549779	1
1923194	1923194	1
2107492	2107492	1
5996713	5996713	2
2668669	2668669	2
3905803	3905803	1
3911409	3911409	1
1181277	1181277	1
4819899	4819899	2
3716200	3716200	2
1462224	1462224	1
4059167	4059167	2
2781447	2781447	1
1189352	1189352	2
1943715	1943715	1
5246245	5246245	1
2395236	2395236	2
2258519	2258519	2
4470758	4470758	2
2880317	2880317	2
3544567	3544567	2
2664819	2664819	1
4274255	4274255	2
5832618	5832618	1
3791165	3791165	2
3988419	3988419	2
5972116	5972116	1
5317704	5317704	2
4044760	4044760	2
2938249	2938249	1
3724460	3724460	1
5460774	5460774	2
2692820	2692820	1
5576417	5576417	2
3824565	3824565	1
5805114	5805114	1
1632311	1632311	2
1493140	1493140	2
3184254	3184254	1
2363663	2363663	2
1005316	1005316	2
4748697	4748697	2
2932868	2932868	2
2762449	2762449	2
4927001	4927001	1
4330380	4330380	2
1544285	1544285	2
4902291	4902291	2
3495284	3495284	2
3709729	3709729	2
5058519	5058519	1
5280869	5280869	1
2095169	2095169	2
5102182	5102182	1
2552452	2552452	2
1893532	1893532	2
5007099	5007099	1
5486106	5486106	1
2499844	2499844	1
3757909	3757909	1
3559669	3559669	1
3494268	3494268	2
4303642	4303642	2
4182571	4182571	1
4263607	4263607	1
1965209	1965209	2
2108503	2108503	2
3075317	3075317	1
4476088	4476088	2
2373221	2373221	2
2365348	2365348	2
5421821	5421821	1
5284172	5284172	1
1939207	1939207	1
4509697	4509697	2
1371271	1371271	1
1686463	1686463	1
1450637	1450637	2
4608003	4608003	2
4363261	4363261	2
1912701	1912701	2
3685544	3685544	2
1305956	1305956	1
5379985	5379985	1
1415861	1415861	2
3171419	3171419	2
3088132	3088132	2
2860131	2860131	1
3895203	3895203	1
1800645	1800645	1
5166505	5166505	2
1408746	1408746	2
1351209	1351209	1
1151893	1151893	2
1781179	1781179	1
4595769	4595769	1
3046584	3046584	1
1223587	1223587	1
4546913	4546913	1
3614681	3614681	1
1604902	1604902	2
3220361	3220361	2
5184698	5184698	2
2614803	2614803	1
2734955	2734955	2
1836462	1836462	2
3559947	3559947	1
4474227	4474227	2
4894009	4894009	2
2222636	2222636	2
1869848	1869848	1
5107759	5107759	1
2425843	2425843	2
5277423	5277423	2
4424956	4424956	1
1238054	1238054	2
3862018	3862018	2
1996338	1996338	1
2106907	2106907	1
3159607	3159607	2
2571375	2571375	1
5476506	5476506	2
5177022	5177022	2
1712986	1712986	1
1590590	1590590	2
2552614	2552614	2
5600745	5600745	2
1738266	1738266	2
1603534	1603534	2
4839208	4839208	2
2100118	2100118	2
4227694	4227694	2
3013575	3013575	1
5804769	5804769	1
1695657	1695657	2
2648488	2648488	1
2144015	2144015	2
3761666	3761666	2
3443205	3443205	2
3798614	3798614	2
1660896	1660896	1
4540908	4540908	2
5111124	5111124	2
2417991	2417991	2
2694021	2694021	1
5106725	5106725	2
2619841	2619841	1
2282964	2282964	2
2991331	2991331	2
4803034	4803034	2
1281522	1281522	2
4975615	4975615	1
4513207	4513207	1
5117784	5117784	2
5826590	5826590	2
5064419	5064419	2
1229292	1229292	1
1682712	1682712	1
2426111	2426111	1
4413816	4413816	2
5331949	5331949	1
5857176	5857176	1
1772526	1772526	2
3203801	3203801	2
3408054	3408054	1
4187216	4187216	1
1775500	1775500	2
3295845	3295845	2
1134001	1134001	2
2668486	2668486	2
4243089	4243089	1
1823698	1823698	2
3162650	3162650	2
2446783	2446783	2
3074204	3074204	2
5436364	5436364	2
4952957	4952957	2
1091674	1091674	2
4052914	4052914	1
4580369	4580369	1
2380051	2380051	2
4446791	4446791	2
3029395	3029395	2
2405943	2405943	2
2560672	2560672	1
4219283	4219283	1
5652336	5652336	2
5974758	5974758	1
1898341	1898341	2
1933137	1933137	1
5801608	5801608	1
2645710	2645710	2
4799890	4799890	1
3994483	3994483	1
2929726	2929726	2
4333079	4333079	2
5039499	5039499	2
1833581	1833581	2
1720026	1720026	2
5411822	5411822	1
3666061	3666061	2
5673942	5673942	2
1799133	1799133	1
1779915	1779915	1
2771834	2771834	2
3660727	3660727	2
4889963	4889963	1
3802784	3802784	1
1999366	1999366	2
5958620	5958620	2
4179500	4179500	2
2965351	2965351	2
5719414	5719414	2
1151887	1151887	2
4518886	4518886	2
3006498	3006498	2
3240966	3240966	2
4793994	4793994	2
4209691	4209691	2
1266795	1266795	2
3423112	3423112	2
5152019	5152019	1
1490093	1490093	1
1782233	1782233	2
2056772	2056772	1
1748992	1748992	2
3899012	3899012	1
4204990	4204990	2
2782519	2782519	2
2906566	2906566	1
2705173	2705173	1
4553703	4553703	1
4066188	4066188	1
5868473	5868473	1
1077533	1077533	1
3996021	3996021	1
3305733	3305733	2
1699304	1699304	2
4522775	4522775	1
3209582	3209582	2
2729430	2729430	1
5084693	5084693	2
4693105	4693105	1
1740298	1740298	2
5105153	5105153	2
2769640	2769640	2
1693315	1693315	1
3173903	3173903	2
3142253	3142253	2
5005542	5005542	2
2702746	2702746	2
4800607	4800607	2
2764658	2764658	1
2365627	2365627	1
3779713	3779713	1
1591882	1591882	2
1175797	1175797	2
1684277	1684277	1
5638793	5638793	2
5020445	5020445	1
3541275	3541275	1
2784715	2784715	2
1133896	1133896	2
2726509	2726509	2
1235626	1235626	1
2021719	2021719	2
3696221	3696221	2
2864132	2864132	1
3830729	3830729	2
2135089	2135089	2
3659705	3659705	2
3204806	3204806	2
4642246	4642246	1
1583059	1583059	2
5699510	5699510	2
4496376	4496376	1
3997600	3997600	1
5353475	5353475	1
3345546	3345546	2
1474590	1474590	2
1617084	1617084	2
3825320	3825320	2
4473238	4473238	2
5968334	5968334	2
3879231	3879231	2
1170310	1170310	2
3205987	3205987	2
5524765	5524765	2
2080121	2080121	2
5583793	5583793	2
2632665	2632665	2
2533233	2533233	1
3801699	3801699	1
2241769	2241769	1
5894650	5894650	1
3007892	3007892	1
3586772	3586772	1
2649605	2649605	1
5780012	5780012	1
4453616	4453616	2
4372025	4372025	2
2978483	2978483	2
2870190	2870190	2
1119852	1119852	1
4316517	4316517	2
3662330	3662330	2
5837010	5837010	2
1967702	1967702	2
2283706	2283706	2
4020566	4020566	2
2420732	2420732	1
4894139	4894139	2
2909794	2909794	2
2597542	2597542	2
4898624	4898624	1
5961947	5961947	1
5920259	5920259	2
2810596	2810596	2
5883437	5883437	2
4724296	4724296	1
1890216	1890216	2
4669436	4669436	2
1139823	1139823	1
5066895	5066895	1
1412035	1412035	2
2483735	2483735	2
4234533	4234533	2
1200009	1200009	2
2413325	2413325	2
4148296	4148296	2
5766945	5766945	1
1053073	1053073	2
3276781	3276781	2
3135921	3135921	1
3449827	3449827	1
3329049	3329049	1
3891859	3891859	2
3759840	3759840	2
3514952	3514952	2
5893735	5893735	1
1641070	1641070	2
4505249	4505249	1
1299169	1299169	1
5324665	5324665	2
1130490	1130490	1
4701839	4701839	2
4752953	4752953	2
5880856	5880856	1
3899460	3899460	2
3929817	3929817	2
3475806	3475806	2
3649671	3649671	1
3499321	3499321	1
5610177	5610177	2
4459507	4459507	2
4367321	4367321	1
2312126	2312126	1
5106291	5106291	2
3976935	3976935	1
5320108	5320108	2
2926175	2926175	2
5964942	5964942	2
4242381	4242381	2
5882257	5882257	1
1318474	1318474	2
3665835	3665835	2
3272365	3272365	1
5073847	5073847	1
1703839	1703839	2
4806814	4806814	1
4203667	4203667	1
3942093	3942093	2
3598826	3598826	2
5959423	5959423	2
1740015	1740015	1
1740265	1740265	1
4519957	4519957	2
4272423	4272423	2
3240564	3240564	2
5589521	5589521	1
4391818	4391818	2
5587921	5587921	2
4106438	4106438	2
2027129	2027129	1
5638628	5638628	1
2635018	2635018	2
2544599	2544599	1
1495866	1495866	1
3887109	3887109	2
3765875	3765875	2
5742833	5742833	1
5608229	5608229	2
2533830	2533830	1
3213320	3213320	2
5602367	5602367	1
5294279	5294279	2
1962763	1962763	1
4267035	4267035	1
4255205	4255205	1
4256759	4256759	2
5862992	5862992	2
1976461	1976461	1
2543007	2543007	1
5030816	5030816	2
5741159	5741159	1
4625886	4625886	2
6000557	6000557	2
2341056	2341056	2
4220615	4220615	2
2465655	2465655	2
5069394	5069394	1
3679078	3679078	1
5350574	5350574	2
2080660	2080660	1
1850078	1850078	1
5621673	5621673	1
5789833	5789833	1
4243415	4243415	2
2256286	2256286	2
2794273	2794273	2
3049679	3049679	1
3517054	3517054	1
5146527	5146527	1
2585331	2585331	2
3692620	3692620	1
5390201	5390201	2
2013216	2013216	2
5703661	5703661	1
2326385	2326385	1
3984249	3984249	2
3990667	3990667	2
1009064	1009064	2
1440144	1440144	1
2363102	2363102	1
4912011	4912011	2
1700460	1700460	1
1488309	1488309	1
3369676	3369676	2
5072209	5072209	2
4350248	4350248	1
4618427	4618427	1
5399224	5399224	2
3343663	3343663	1
2988413	2988413	2
1124308	1124308	2
2641578	2641578	1
4787835	4787835	1
1606876	1606876	2
1248223	1248223	2
4961558	4961558	1
2015551	2015551	1
2853609	2853609	1
4419103	4419103	2
4648582	4648582	2
3752359	3752359	2
3123974	3123974	2
3150690	3150690	2
4224832	4224832	2
4010605	4010605	1
5105168	5105168	2
4011023	4011023	2
3418022	3418022	1
4666632	4666632	2
5626600	5626600	1
5376303	5376303	2
3074563	3074563	2
1842215	1842215	1
5882332	5882332	2
5885857	5885857	2
4287057	4287057	2
4521328	4521328	2
1336063	1336063	2
1308572	1308572	1
2413218	2413218	2
1318956	1318956	2
2398789	2398789	2
3585778	3585778	1
3850984	3850984	1
2535275	2535275	1
5237832	5237832	2
3510244	3510244	2
1636621	1636621	2
4511246	4511246	1
5049512	5049512	1
2590148	2590148	2
2751829	2751829	1
2948596	2948596	2
4936892	4936892	2
1361514	1361514	2
4873266	4873266	1
5462507	5462507	2
2200302	2200302	2
2873023	2873023	2
1238032	1238032	2
5454008	5454008	2
1007481	1007481	2
2091042	2091042	2
4564205	4564205	2
3875579	3875579	1
3247054	3247054	1
4144049	4144049	1
5466894	5466894	1
1967110	1967110	2
5034009	5034009	2
2477149	2477149	2
1411342	1411342	1
1288433	1288433	2
4382852	4382852	1
2024085	2024085	2
1669664	1669664	1
4418516	4418516	2
5801593	5801593	2
5864024	5864024	1
4661604	4661604	2
1743917	1743917	1
4518671	4518671	2
4236312	4236312	2
5388346	5388346	1
3913363	3913363	2
4251655	4251655	2
2462506	2462506	2
2963020	2963020	1
3544727	3544727	2
3602722	3602722	2
3417053	3417053	1
4471106	4471106	2
2281257	2281257	2
2600452	2600452	2
5563310	5563310	1
2353488	2353488	1
3834055	3834055	2
1843248	1843248	2
1919653	1919653	2
5207882	5207882	1
2040057	2040057	1
1696679	1696679	2
3900665	3900665	1
5927552	5927552	2
2892645	2892645	2
3518338	3518338	2
5574629	5574629	2
1897749	1897749	1
3753830	3753830	2
5406546	5406546	1
1652899	1652899	2
3575797	3575797	1
2511713	2511713	2
5105724	5105724	1
4413191	4413191	1
4222654	4222654	1
3634309	3634309	2
1807852	1807852	2
5056180	5056180	1
2264145	2264145	1
2589336	2589336	1
4404854	4404854	2
2445520	2445520	2
1825984	1825984	2
1102033	1102033	1
1258750	1258750	2
4573618	4573618	1
3748316	3748316	2
1198449	1198449	1
3004880	3004880	2
2338238	2338238	1
1781305	1781305	2
4798766	4798766	2
2976132	2976132	1
4595797	4595797	1
3484264	3484264	1
4670825	4670825	2
2469241	2469241	1
3243880	3243880	2
2830176	2830176	1
4548623	4548623	1
1936956	1936956	2
4462775	4462775	1
1417750	1417750	1
5074147	5074147	1
5711531	5711531	2
5260348	5260348	1
1390103	1390103	2
2237134	2237134	1
3399176	3399176	1
5184948	5184948	2
2331859	2331859	1
2511970	2511970	2
3296028	3296028	1
3063231	3063231	1
2394626	2394626	2
2286114	2286114	1
2638649	2638649	2
1875693	1875693	2
5828792	5828792	1
3999626	3999626	2
5208626	5208626	2
2670915	2670915	2
4639690	4639690	2
1026853	1026853	2
4635794	4635794	1
2446224	2446224	2
1375433	1375433	1
3594880	3594880	2
3424243	3424243	1
5313319	5313319	1
5108778	5108778	2
2800083	2800083	2
4431908	4431908	2
4571294	4571294	2
5092949	5092949	2
4984958	4984958	1
1956323	1956323	1
4692762	4692762	2
5320760	5320760	2
3644224	3644224	1
5214235	5214235	2
5910153	5910153	1
4340017	4340017	1
4963900	4963900	1
3382728	3382728	1
4586875	4586875	2
2541069	2541069	2
3246956	3246956	2
3416625	3416625	2
4747653	4747653	1
5721685	5721685	2
3416648	3416648	1
4052173	4052173	2
4297434	4297434	1
4773700	4773700	2
5502171	5502171	2
5102915	5102915	1
2758321	2758321	2
1266279	1266279	2
1536150	1536150	1
3919460	3919460	2
2196878	2196878	1
3605776	3605776	1
4401554	4401554	2
4467991	4467991	2
2607352	2607352	2
4058258	4058258	2
3687278	3687278	1
2645147	2645147	1
1236081	1236081	2
4820251	4820251	1
3456308	3456308	2
1112100	1112100	1
1064914	1064914	2
1941766	1941766	2
4758017	4758017	1
6001744	6001744	1
5457333	5457333	2
1057989	1057989	1
4184044	4184044	1
3751688	3751688	2
4683331	4683331	2
5810956	5810956	2
2050794	2050794	2
1602224	1602224	1
4267207	4267207	1
1145208	1145208	1
2854945	2854945	1
3562729	3562729	1
5169086	5169086	1
3741360	3741360	2
4516066	4516066	2
3626637	3626637	2
4915123	4915123	1
2928401	2928401	2
1940229	1940229	1
3055357	3055357	1
3237378	3237378	2
5775709	5775709	2
1704588	1704588	1
2292022	2292022	1
3688021	3688021	2
2386860	2386860	2
2580664	2580664	2
4930539	4930539	1
4748822	4748822	1
5417791	5417791	2
1707360	1707360	1
4861168	4861168	2
5420563	5420563	2
3349201	3349201	2
1216946	1216946	1
5176169	5176169	2
1692560	1692560	1
5124243	5124243	2
5801751	5801751	2
3738163	3738163	1
4555294	4555294	1
2032103	2032103	2
4802086	4802086	1
3119701	3119701	1
3501261	3501261	1
5396870	5396870	1
2325414	2325414	2
2909604	2909604	2
1976309	1976309	2
3034469	3034469	2
1826470	1826470	2
5925302	5925302	2
5684032	5684032	2
2999003	2999003	2
3587227	3587227	1
3625125	3625125	1
3948690	3948690	1
5475761	5475761	1
4819162	4819162	1
5198336	5198336	2
3176260	3176260	2
1496673	1496673	2
4034534	4034534	1
1981440	1981440	1
2258018	2258018	1
5885296	5885296	1
5911141	5911141	1
4141289	4141289	2
4525521	4525521	1
2929164	2929164	2
4842326	4842326	1
2068466	2068466	1
2705398	2705398	1
3050926	3050926	1
4334347	4334347	1
4697287	4697287	2
1635552	1635552	2
5367692	5367692	1
2241443	2241443	2
5481983	5481983	2
1598943	1598943	1
1615566	1615566	2
3546623	3546623	1
1896044	1896044	2
4607033	4607033	2
3951554	3951554	1
2192007	2192007	2
4213947	4213947	1
3623470	3623470	1
2225133	2225133	2
4272408	4272408	1
2354336	2354336	1
2060935	2060935	1
3247783	3247783	1
5496048	5496048	1
4288368	4288368	1
5664814	5664814	1
4567596	4567596	1
5144329	5144329	1
3170215	3170215	2
2337853	2337853	2
4138891	4138891	1
5090374	5090374	1
3053659	3053659	2
5141401	5141401	2
5180280	5180280	2
1346583	1346583	1
1889062	1889062	2
5781659	5781659	1
3564649	3564649	1
2646010	2646010	1
3813736	3813736	1
4517010	4517010	1
3280295	3280295	1
4354685	4354685	2
1656514	1656514	1
1261531	1261531	1
4570981	4570981	2
1738606	1738606	2
1430703	1430703	2
3625907	3625907	2
2520452	2520452	1
4044776	4044776	2
3166237	3166237	2
4002756	4002756	1
1555138	1555138	1
4806859	4806859	2
4177109	4177109	1
5634950	5634950	2
5334850	5334850	1
4996946	4996946	1
1889932	1889932	2
2115039	2115039	1
2108229	2108229	1
1963605	1963605	1
1649345	1649345	2
3375055	3375055	2
1101920	1101920	1
2649338	2649338	1
1891322	1891322	1
2410181	2410181	1
4162651	4162651	1
1252313	1252313	2
2401934	2401934	2
2257184	2257184	2
3774062	3774062	1
2603637	2603637	1
2267521	2267521	1
1996714	1996714	2
4495958	4495958	2
5245781	5245781	2
5620616	5620616	1
2645592	2645592	1
5194206	5194206	1
1002211	1002211	1
5222086	5222086	1
2511272	2511272	2
1964244	1964244	2
2106868	2106868	1
4573563	4573563	1
4190363	4190363	1
2566896	2566896	1
1681236	1681236	2
1804574	1804574	2
1722378	1722378	2
5821278	5821278	2
1806122	1806122	2
2842907	2842907	1
2332201	2332201	1
1065495	1065495	1
3504788	3504788	2
5057601	5057601	2
1738110	1738110	1
2851479	2851479	2
4550738	4550738	1
4523903	4523903	2
5497552	5497552	2
4583587	4583587	1
3244230	3244230	1
4093778	4093778	2
1324603	1324603	1
2486257	2486257	2
5203469	5203469	2
4824783	4824783	2
6015458	6015458	2
4522642	4522642	1
1335717	1335717	2
1168704	1168704	2
1597501	1597501	2
1300951	1300951	2
3861508	3861508	1
4219774	4219774	2
1365910	1365910	2
4222736	4222736	2
2564175	2564175	2
1114770	1114770	2
1790966	1790966	2
3663037	3663037	1
5503989	5503989	1
5292581	5292581	1
4448529	4448529	1
3674307	3674307	1
2990848	2990848	2
2438682	2438682	1
3071430	3071430	1
5624347	5624347	1
3155262	3155262	1
1779931	1779931	2
1021905	1021905	1
4692187	4692187	1
3736345	3736345	1
3739275	3739275	1
3037701	3037701	1
1619574	1619574	2
3761324	3761324	1
2157343	2157343	1
1687196	1687196	2
2846018	2846018	1
5367509	5367509	1
4708274	4708274	2
5742925	5742925	2
3325072	3325072	1
3520174	3520174	2
4869254	4869254	1
1584523	1584523	2
1808361	1808361	2
5263122	5263122	1
2605957	2605957	1
4910599	4910599	1
4934814	4934814	2
3279294	3279294	2
5611485	5611485	1
1177670	1177670	2
5197912	5197912	2
6020049	6020049	2
5369180	5369180	2
5833207	5833207	1
1721897	1721897	2
4881723	4881723	2
3214743	3214743	1
2003958	2003958	2
2228405	2228405	1
3632125	3632125	2
1996472	1996472	1
2566716	2566716	2
3920541	3920541	2
1439803	1439803	2
3045350	3045350	1
3473433	3473433	2
1281148	1281148	1
2268580	2268580	2
5661028	5661028	2
2555160	2555160	1
1208605	1208605	1
3521156	3521156	1
2842558	2842558	2
1870639	1870639	1
1385349	1385349	2
2052781	2052781	2
3554704	3554704	1
1216328	1216328	1
2780232	2780232	2
1369343	1369343	1
3979157	3979157	1
2474536	2474536	1
3242919	3242919	2
2691194	2691194	1
6016397	6016397	1
5423798	5423798	1
5320656	5320656	1
4217557	4217557	2
3637512	3637512	2
4064289	4064289	2
5823725	5823725	2
5586706	5586706	2
1923498	1923498	1
5114734	5114734	1
2621973	2621973	2
2126964	2126964	1
5098278	5098278	1
2997379	2997379	2
1384060	1384060	1
3834462	3834462	1
4954373	4954373	2
4237975	4237975	2
1605982	1605982	1
4182931	4182931	2
5122569	5122569	1
4863115	4863115	2
5556297	5556297	1
5216710	5216710	2
4323391	4323391	2
4807471	4807471	1
3194825	3194825	2
3950425	3950425	2
5963655	5963655	2
3308065	3308065	2
1092346	1092346	2
1421258	1421258	1
1401698	1401698	1
5251816	5251816	2
2689168	2689168	2
5048901	5048901	1
4550832	4550832	2
1620331	1620331	2
3253302	3253302	1
4538162	4538162	1
1253353	1253353	2
5115201	5115201	2
3564243	3564243	2
4264762	4264762	2
1009692	1009692	1
2657892	2657892	1
1737042	1737042	1
2745601	2745601	2
3578200	3578200	1
3602429	3602429	1
5437714	5437714	2
2375742	2375742	2
4184450	4184450	2
5464963	5464963	2
2044541	2044541	2
3542119	3542119	1
5901261	5901261	1
4218509	4218509	2
1143385	1143385	2
1062350	1062350	1
4850672	4850672	1
2611604	2611604	1
2672361	2672361	1
4369781	4369781	1
3307078	3307078	2
5675315	5675315	1
3851748	3851748	1
5341576	5341576	1
3217388	3217388	2
4403467	4403467	1
2655473	2655473	1
5979733	5979733	1
4027488	4027488	1
2041668	2041668	2
5777358	5777358	1
3825115	3825115	1
4484853	4484853	1
2203736	2203736	2
5307138	5307138	2
3561527	3561527	1
4816027	4816027	1
3597317	3597317	2
5511967	5511967	2
1997108	1997108	1
4002137	4002137	2
5417586	5417586	1
5705442	5705442	2
3028142	3028142	1
2717684	2717684	2
1196330	1196330	2
1343819	1343819	1
1390519	1390519	2
2280212	2280212	1
5982045	5982045	2
1180014	1180014	1
1363405	1363405	1
4737689	4737689	1
2565599	2565599	2
1212830	1212830	2
2208257	2208257	1
3365958	3365958	2
3610436	3610436	1
3284921	3284921	2
4879605	4879605	2
3057122	3057122	2
2515694	2515694	1
4005832	4005832	2
3735723	3735723	1
5912309	5912309	1
4289125	4289125	1
2601178	2601178	1
5579121	5579121	1
3567736	3567736	2
2230555	2230555	2
5037233	5037233	2
2844954	2844954	2
5596212	5596212	1
1651682	1651682	1
5551355	5551355	2
2449556	2449556	1
1497072	1497072	2
3801228	3801228	2
1630897	1630897	2
5254350	5254350	1
1566051	1566051	2
4853368	4853368	2
2733235	2733235	2
5583582	5583582	2
4174147	4174147	1
5658282	5658282	2
4408527	4408527	2
3357595	3357595	2
4597871	4597871	2
1362917	1362917	1
3919816	3919816	2
1147600	1147600	2
4472879	4472879	2
3930200	3930200	1
5888111	5888111	2
1176274	1176274	2
3231900	3231900	1
4223574	4223574	2
5389133	5389133	1
4544894	4544894	2
2258743	2258743	1
2338150	2338150	2
1707266	1707266	2
4974197	4974197	1
3929624	3929624	1
4976779	4976779	2
1664415	1664415	2
5755279	5755279	2
2477982	2477982	2
2821452	2821452	1
4572299	4572299	1
2005182	2005182	2
1754210	1754210	2
2755565	2755565	2
1787982	1787982	2
5985032	5985032	2
1447591	1447591	2
1695649	1695649	2
3926574	3926574	1
2462703	2462703	2
1224131	1224131	1
5905840	5905840	1
2990893	2990893	2
4004577	4004577	2
1342612	1342612	2
4293145	4293145	2
5204680	5204680	2
2224248	2224248	2
2330798	2330798	1
5679768	5679768	2
4504446	4504446	2
5724508	5724508	2
1340093	1340093	2
3553658	3553658	2
1709556	1709556	2
2711020	2711020	1
3404496	3404496	2
3706299	3706299	2
1743662	1743662	1
5403143	5403143	1
4008645	4008645	2
3828523	3828523	1
3987185	3987185	1
3119603	3119603	2
2221279	2221279	2
4121574	4121574	1
4445078	4445078	1
4575024	4575024	1
5661920	5661920	2
2199136	2199136	2
1997899	1997899	2
4262500	4262500	1
3108618	3108618	2
4308576	4308576	1
4155870	4155870	1
2818282	2818282	1
1784795	1784795	1
1104270	1104270	2
3072199	3072199	1
1666787	1666787	2
5170414	5170414	2
4677001	4677001	2
2820526	2820526	2
5655593	5655593	2
4112974	4112974	2
1836675	1836675	2
4781350	4781350	2
3210105	3210105	1
4455482	4455482	2
3097921	3097921	1
3940110	3940110	2
2137901	2137901	1
3727304	3727304	1
5198442	5198442	2
5704777	5704777	1
5853528	5853528	1
1207213	1207213	2
3157506	3157506	2
2484487	2484487	2
3263654	3263654	1
3860703	3860703	1
5416784	5416784	1
1233960	1233960	2
5651217	5651217	2
5676246	5676246	1
5599323	5599323	2
2271753	2271753	1
1309099	1309099	1
2832217	2832217	2
2914836	2914836	1
2033701	2033701	1
5937969	5937969	1
2736705	2736705	1
3858684	3858684	1
5529137	5529137	2
4657808	4657808	2
5830418	5830418	2
3970244	3970244	1
3159267	3159267	2
4678237	4678237	2
1443483	1443483	2
4081890	4081890	2
1612984	1612984	1
2120113	2120113	1
3218478	3218478	2
5457756	5457756	1
5157059	5157059	1
3116401	3116401	2
2728727	2728727	1
1549863	1549863	2
5997544	5997544	2
5753912	5753912	2
4688599	4688599	1
2712553	2712553	1
1474152	1474152	1
2239590	2239590	1
5950429	5950429	1
3492286	3492286	2
4074886	4074886	2
5787393	5787393	1
4541408	4541408	1
3345653	3345653	2
2074960	2074960	2
1505555	1505555	2
3932393	3932393	2
5097285	5097285	2
5232452	5232452	2
1376755	1376755	2
2410503	2410503	2
1343683	1343683	1
2132316	2132316	1
5418593	5418593	2
4935101	4935101	1
3215065	3215065	1
3408566	3408566	2
3848662	3848662	2
3236675	3236675	1
1823925	1823925	2
2299369	2299369	1
1778146	1778146	1
2448929	2448929	2
5301786	5301786	1
1659004	1659004	2
5064460	5064460	1
4576164	4576164	2
3594099	3594099	2
5731851	5731851	2
2409212	2409212	2
5994414	5994414	1
1930362	1930362	2
5877690	5877690	1
4481099	4481099	2
2738212	2738212	2
4935298	4935298	2
2791755	2791755	1
4505020	4505020	2
4387627	4387627	1
3470293	3470293	2
1456506	1456506	1
4445767	4445767	1
2372769	2372769	1
1446748	1446748	2
3277954	3277954	1
3378752	3378752	2
3581158	3581158	1
5175806	5175806	2
2828042	2828042	2
5771657	5771657	2
5427757	5427757	2
4839542	4839542	2
1349075	1349075	2
3674716	3674716	2
4461145	4461145	1
2197073	2197073	2
4553863	4553863	1
3170288	3170288	1
2363060	2363060	1
2279773	2279773	1
3848253	3848253	2
5870450	5870450	2
5325460	5325460	2
5301096	5301096	2
1446968	1446968	2
3763223	3763223	1
5139709	5139709	1
5981071	5981071	1
5956714	5956714	2
1283389	1283389	2
3819678	3819678	1
5624628	5624628	1
2879262	2879262	1
3665224	3665224	2
1903535	1903535	2
4082298	4082298	2
2707802	2707802	2
4777149	4777149	2
3919401	3919401	1
5287861	5287861	2
1255997	1255997	2
5867206	5867206	1
2438739	2438739	1
5502921	5502921	2
4285803	4285803	1
4920127	4920127	1
2417172	2417172	1
1065527	1065527	2
1541362	1541362	2
5962445	5962445	2
3511405	3511405	2
4367744	4367744	2
3673844	3673844	1
5776185	5776185	2
4639195	4639195	1
4161141	4161141	2
2378429	2378429	2
4440795	4440795	2
3557373	3557373	1
4948726	4948726	1
3751012	3751012	2
3781171	3781171	2
5869839	5869839	2
3090034	3090034	1
1447031	1447031	2
5750931	5750931	2
4151384	4151384	1
2030571	2030571	1
1614810	1614810	2
3648724	3648724	2
